sale_date,product,flavour,customization,quantity_value,quantity_units,price,mode_of_payment,toppers,delivery,delivery_charges,latitude,longitude,product_raw,flavour_raw,year_,month_,day_,dow_,week_,quarter_
17-10-2022,,,,,,,,,,,,,,,2022,10,17,1,42,4
01-07-2022,cake,mango,,500,gram,500,acc,,,,,,cake,mango,2022,7,1,5,26,3
03-06-2021,cake,mango,,500,gram,450,acc,,no,,,,cake,mango,2021,6,3,4,22,2
15-04-2022,cake,mango,,1000,gram,900,acc,,,,,,cake,mango,2022,4,15,5,15,2
09-11-2022,,brownie,,15,pcs,975,acc,,,,,,,brownies,2022,11,9,3,45,4
30-08-2022,brookie,chocolate,,4,box,1400,acc,,,,,,brookies,chocolate,2022,8,30,2,35,3
30-12-2022,cake,,,,,,,,,,,,cake,,2022,12,30,5,52,4
26-12-2022,cake,,,500,gram,550,acc,,,,,,cake,,2022,12,26,1,52,4
11-09-2021,cake,mango,,1000,gram,,,,no,,,,cake,mango,2021,9,11,6,36,3
29-11-2022,,,,,,,,,,,,,,,2022,11,29,2,48,4
17-07-2022,cake,,,,,,,,,,,,cake,,2022,7,17,0,28,3
03-03-2022,cake,chocolate,,1500,gram,1700,acc,,,,,,cake,chocolate,2022,3,3,4,9,1
23-10-2022,,,remainder,,,,,,,,,,,,2022,10,23,0,42,4
30-07-2022,cake,blackforest,,1000,gram,,,,,,,,cake,blackforest,2022,7,30,6,30,3
21-10-2022,,,,,,,,,,,,,,,2022,10,21,5,42,4
03-05-2022,cake,blackforest,,500,gram,500,acc,,,,,,cake,blackforest,2022,5,3,2,18,2
30-12-2021,fruit_cake,,,1000,gram,700,acc,,,,,,fruitcake,,2021,12,30,4,52,4
25-06-2022,cake,truffle,,500,gram,550,acc,,,,,,cake,truffle,2022,6,25,6,25,2
29-06-2021,cake,mango,,500,gram,450,acc,,,,,,cake,mango,2021,6,29,2,26,2
23-07-2022,cake,mango,,1000,gram,950,acc,,,,,,cake,mango,2022,7,23,6,29,3
19-11-2022,brownie,chocolate,,6,pcs,390,acc,,,,,,brownies,chocolate,2022,11,19,6,46,4
19-11-2022,brownie,misc_&_combo,,3,pcs,240,acc,,,,,,brownies,"hazelnut ,special ,",2022,11,19,6,46,4
08-12-2022,brownie,,,6,pcs,650,acc,,,,,,brownies,,2022,12,8,4,49,4
10-12-2022,cupcake,lotus_biscoff,,6,pcs,720,acc,,,,,,cupcakes,biscoff,2022,12,10,6,49,4
17-12-2022,cupcake,mixed,,3,pcs,260,acc,,,,,,cupcake,mixed,2022,12,17,6,50,4
22-12-2022,brownie,chocolate,,12,pcs,840,acc,,,,,,brownies,chocolate,2022,12,22,4,51,4
29-05-2022,cheesecake,,,5,pcs,511,acc,,,,,,cheese cake,,2022,5,29,0,21,2
01-07-2022,brookie,chocolate,,1,box,280,acc,,,,,,brookies,chocolate,2022,7,1,5,26,3
05-07-2022,bento,truffle,,1,box,250,acc,,,,,,bento,truffle,2022,7,5,2,27,3
04-08-2022,bento,truffle,blue colour,1,box,250,acc,,,,,,bento,truffle,2022,8,4,4,31,3
18-05-2021,cake,truffle,,500,gram,500,cash,,no,,,,cake,truffle,2021,5,18,2,20,2
21-08-2022,cake,,rocket cake,1500,gram,2400,acc,,,,,,cake,,2022,8,21,0,33,3
09-05-2022,cake,blackforest,,1000,gram,,,,,,,,cake,blackforest,2022,5,9,1,19,2
29-09-2021,entremet,strawberry,,10,pcs,1000,acc,,yes,,,,entrimet,strawberry,2021,9,29,3,39,3
21-11-2021,cookie,wholewheat,,250,gram,,,,,,,,cookies,whole wheat,2021,11,21,0,46,4
19-08-2022,bento,truffle,,1,box,250,acc,,,,,,bento,truffle,2022,8,19,5,33,3
06-09-2021,cake,strawberry,,2000,gram,,,,,,,,cake,strawberry,2021,9,6,1,36,3
26-11-2022,moulded_ganache_cake,strawberry,velvet heart,1,size_small,1300,acc,,,,,,moulded ganache,strawberry,2022,11,26,6,47,4
12-12-2022,bento,truffle,,1,size_small,250,acc,,,,,,bento,truffle,2022,12,12,1,50,4
26-02-2022,cake,chocolate,pinkey baby,500,gram,1000,acc,,,,,,cake,chocolate,2022,2,26,6,8,1
15-05-2022,cake,mango,,500,gram,500,cash,,,,,,cake,mango,2022,5,15,0,19,2
31-08-2022,brownie,chocolate,,9,pcs,580,acc,,,,11.06015,77.08423,brownies,chocolate,2022,8,31,3,35,3
27-05-2022,cupcake,chocolate,monogram (A& C),2,box,1600,acc,,,,11.10676,77.17336,cupcake,chocolate,2022,5,27,5,21,2
30-10-2022,brownie,chocolate,,1,size_small,500,acc,,,,11.06145,77.08672,brownie cake,chocolate,2022,10,30,0,43,4
03-11-2022,moulded_ganache_cake,truffle,redvelvet heart,1,size_small,1350,,,,,11.02275,76.97833,moulded ganache cake,truffle,2022,11,3,4,44,4
04-12-2022,moulded_ganache_cake,truffle,pink matrix heart,1,size_small,1300,acc,,,,11.05798,77.07468,moulded ganache,truffle,2022,12,4,0,48,4
09-06-2021,cake,pineapple,,500,gram,450,acc,,no,,,,cake,pineapple,2021,6,9,3,23,2
23-03-2021,cake,whiteforest,,500,gram,450,acc,,yes,,11.06576,77.08543,cake,whiteforest,2021,3,23,2,12,1
21-04-2021,cake,rose,,500,gram,500,cash,,yes,,11.05879,77.07477,cake,rose,2021,4,21,3,16,2
09-02-2022,cake,pineapple,,500,gram,500,acc,,no,,,,cake,pineapple,2022,2,9,3,6,1
20-06-2022,cake,truffle,blade,500,gram,800,acc,,,,11.09331,76.99735,cake,truffle,2022,6,20,1,25,2
20-11-2022,cake,strawberry,,500,gram,700,acc,,,,11.06836,77.10814,cake,strawberry,2022,11,20,0,46,4
22-12-2022,cake,chocolate,100 days,500,gram,980,acc,,,,11.06495,77.0819,cake,chocolate,2022,12,22,4,51,4
05-03-2022,cake,pineapple,,500,gram,500,cash,,,,11.03466,77.02364,cake,pineapple,2022,3,5,6,9,1
06-07-2021,cake,redvelvet,,500,gram,800,acc,50,yes,,10.99694,77.06896,cake,redvelvet,2021,7,6,2,27,3
10-07-2021,cake,chocomango,,500,gram,550,acc,,yes,,11.00178,77.08187,cake,chocomango delight,2021,7,10,6,27,3
10-07-2021,cake,fusionberries,,500,gram,650,acc,,yes,,11.05356,77.06392,cake,fussionberries,2021,7,10,6,27,3
23-07-2021,cake,pineapple,,500,gram,650,acc,,yes,30,11.01631,77.13317,cake,pineapple,2021,7,23,5,29,3
26-07-2021,cake,whiteforest,,500,gram,650,acc,,yes,30,,,cake,whiteforest,2021,7,26,1,30,3
01-01-2021,cake,chocolate,,500,gram,450,cash,,yes,,11.05851,77.07965,cake,chocolate,2021,1,1,5,53,1
01-01-2021,cake,chocolate,golden sugar,500,gram,600,acc,,no,,,,cake,chocolate,2021,1,1,5,53,1
05-01-2021,cake,hazelnut,,500,gram,680,acc,,yes,,11.00521,77.02689,cake,hazelnuts,2021,1,5,2,1,1
06-01-2021,cake,truffle,,500,gram,450,cash,,yes,,11.07669,77.07621,cake,truffle,2021,1,6,3,1,1
09-01-2021,cake,truffle,macarons,500,gram,900,cash,,yes,,11.04487,77.03657,cake,truffle,2021,1,9,6,1,1
12-01-2021,cake,chocolate,couple,500,gram,700,cash,,yes,,11.05997,77.08789,cake,chocolate,2021,1,12,2,2,1
16-01-2021,cake,chocolate,kitkat,500,gram,1000,,,yes,,11.04659,77.05269,cake,chocolate,2021,1,16,6,2,1
17-01-2021,cake,chocolate,,500,gram,500,cash,,yes,,11.03102,77.02065,cake,chocolate,2021,1,17,0,2,1
22-06-2021,cake,truffle,,500,gram,500,,,no,,,,cake,truffle,2021,6,22,2,25,2
18-01-2021,cake,greenapple,,500,gram,400,acc,,yes,,11.04186,77.07762,cake,green apple,2021,1,18,1,3,1
25-01-2021,cake,truffle,,500,gram,450,,,no,,,,cake,truffle,2021,1,25,1,4,1
27-01-2021,cake,truffle,caged,500,gram,650,acc,,yes,,22.61511,84.496,cake,truffle,2021,1,27,3,4,1
28-01-2021,cake,whiteforest,,500,gram,400,cash,,yes,,11.05079,77.08172,cake,whiteforest,2021,1,28,4,4,1
01-02-2021,cake,blackforest,care cake,500,gram,650,acc,,yes,,11.04621,77.01415,cake,blackforest,2021,2,1,1,5,1
02-02-2021,cake,chocolate,,500,gram,450,acc,,yes,,11.04098,77.07723,cake,chocolate,2021,2,2,2,5,1
03-02-2021,cake,truffle,,500,gram,500,cash,,yes,,11.01799,77.13027,cake,truffle,2021,2,3,3,5,1
07-02-2021,cake,chocochip,,500,gram,450,acc,,yes,,11.02569,77.01716,cake,chocochip,2021,2,7,0,5,1
08-06-2022,cake,chocolate,,500,gram,600,acc,,,,,,cake,Chocolate,2022,6,8,3,23,2
08-06-2022,cake,mango,,500,gram,500,acc,,,,,,cake,mango,2022,6,8,3,23,2
22-06-2022,cake,chocolate,,500,gram,500,acc,,,,,,cake,Cholate,2022,6,22,3,25,2
22-06-2022,cake,chocolate,,500,gram,500,acc,,,,,,cake,chocolate,2022,6,22,3,25,2
24-06-2022,cake,truffle,,500,gram,550,acc,,,,,,cake,truffle,2022,6,24,5,25,2
29-06-2022,cake,pineapple,,500,gram,450,acc,,,,,,cake,pineapple,2022,6,29,3,26,2
01-07-2022,cake,truffle,,500,gram,550,acc,,,,,,cake,truffle,2022,7,1,5,26,3
01-07-2022,cake,rosemilk,,500,gram,750,acc,,,,,,cake,rosemilk,2022,7,1,5,26,3
11-02-2021,cake,redvelvet,,500,gram,750,acc,,yes,,11.06899,77.18446,cake,redvelvet,2021,2,11,4,6,1
12-02-2021,cake,truffle,,500,gram,500,acc,,,,11.02664,77.12648,cake,truffle,2021,2,12,5,6,1
14-02-2021,cake,blackforest,,500,gram,500,cash,,yes,,11.0405,76.98951,cake,blackforest,2021,2,14,0,6,1
15-02-2021,cake,strawberry,freefire,500,gram,750,cash,,yes,,11.10515,77.17505,cake,straberry,2021,2,15,1,7,1
15-02-2021,cake,blackforest,,500,gram,400,cash,,,,11.06556,77.0854,cake,blackforest,2021,2,15,1,7,1
04-07-2022,cake,chocochunk,,500,gram,600,acc,,,,,,cake,chocochunk,2022,7,4,1,27,3
29-08-2022,cake,chocolate,,500,gram,450,,,,,,,cake,chocolate,2022,8,29,1,35,3
04-10-2022,cake,chocolate,,500,gram,500,cash,,,,,,cake,chocolate,2022,10,4,2,40,4
03-11-2022,cake,lotus_biscoff,444,500,gram,800,acc,,,,,,cake,biscoff,2022,11,3,4,44,4
02-03-2021,cake,chocolate,3roses,500,gram,,,,,,,,cake,chocolate,2021,3,2,2,9,1
02-03-2021,cake,chocolate,,500,gram,750,acc,,no,,,,cake,chocolate,2021,3,2,2,9,1
05-03-2021,cake,chocochip,with macarons,500,gram,610,cash,,yes,30,,,cake,chocochip,2021,3,5,5,9,1
05-03-2021,cake,blackforest,,500,gram,400,,,yes,150,10.94396,76.97645,cake,blackforest,2021,3,5,5,9,1
05-03-2021,cake,blackforest,,500,gram,400,,,yes,,,,cake,blackforest,2021,3,5,5,9,1
06-03-2021,cake,mango,,500,gram,400,cash,,yes,,11.05998,77.08352,cake,mango,2021,3,6,6,9,1
08-03-2021,cake,strawberry,,500,gram,450,acc,,yes,,11.04186,77.07762,cake,straberry,2021,3,8,1,10,1
08-03-2021,cake,whiteforest,,500,gram,450,cash,,yes,,11.05079,77.08172,cake,whiteforest,2021,3,8,1,10,1
09-03-2021,cake,truffle,,500,gram,500,cash,,yes,,11.06123,77.08733,cake,truffle,2021,3,9,2,10,1
10-03-2021,cake,chocolate,,500,gram,450,acc,,yes,,11.00061,77.08046,cake,chocolate,2021,3,10,3,10,1
12-06-2021,cake,mango,,500,gram,450,acc,,no,,,,cake,mango,2021,6,12,6,23,2
11-03-2021,cake,chocolate,,500,gram,480,cash,,yes,,11.00913,77.04268,cake,chocolate,2021,3,11,4,10,1
13-03-2021,cake,chocolate,,500,gram,500,acc,,yes,,11.09602,77.0317,cake,chocolate,2021,3,13,6,10,1
13-03-2021,cake,truffle,,500,gram,580,acc,,yes,,10.98094,77.03031,cake,truffle,2021,3,13,6,10,1
13-03-2021,cake,chocolate,,500,gram,450,,,yes,,,,cake,chocolate,2021,3,13,6,10,1
14-03-2021,cake,oreo,,500,gram,500,cash,,yes,,11.03554,77.02346,cake,oreo,2021,3,14,0,10,1
14-03-2021,cake,mango,,500,gram,450,cash,,yes,,11.03554,77.02346,cake,mango,2021,3,14,0,10,1
30-03-2021,cake,blackforest,,500,gram,400,acc,,no,,,,cake,blackforest,2021,3,30,2,13,1
08-04-2021,cake,chocolate,,500,gram,450,acc,,yes,,11.0277,77.12869,cake,chocolate,2021,4,8,4,14,2
09-04-2021,cake,truffle,,500,gram,500,acc,,yes,,11.04099,77.07693,cake,truffle,2021,4,9,5,14,2
11-04-2021,cake,strawberry,rose,500,gram,800,acc,,yes,,,,cake,straberry,2021,4,11,0,14,2
12-04-2021,cake,misc_&_combo,,500,gram,500,cash,,yes,,11.05313,77.07495,cake,chococrunch,2021,4,12,1,15,2
27-04-2021,cake,pineapple,bride to be,500,gram,1100,acc,100,yes,,11.01763,76.92019,cake,pineapple,2021,4,27,2,17,2
29-04-2021,cake,whiteforest,,500,gram,480,acc,,yes,,11.06551,77.08584,cake,whiteforesf,2021,4,29,4,17,2
30-04-2021,cake,caramel,rotract,500,gram,950,acc,30,yes,,11.01289,76.98588,cake,caramel,2021,4,30,5,17,2
08-05-2021,cake,redvelvet,,500,gram,750,acc,,yes,,11.06041,77.08415,cake,redvelvet,2021,5,8,6,18,2
08-05-2021,cake,blackforest,,500,gram,400,acc,,yes,,11.03992,77.03756,cake,blackforest,2021,5,8,6,18,2
12-05-2021,cake,chocolate,,500,gram,450,cash,,no,,,,cake,chocolate,2021,5,12,3,19,2
12-05-2021,cake,caramel,,500,gram,500,acc,,yes,,11.05123,77.08158,cake,caramel,2021,5,12,3,19,2
15-05-2021,cake,strawberry,,500,gram,400,acc,,no,,,,cake,strawberry,2021,5,15,6,19,2
17-05-2021,cake,strawberry,,500,gram,450,cash,,yes,,11.07317,77.10265,cake,strawberry,2021,5,17,1,20,2
17-05-2021,cake,strawberry,,500,gram,400,cash,,yes,,11.08019,77.07585,cake,strawberry,2021,5,17,1,20,2
18-05-2021,cake,blueberry,1st night,500,gram,800,acc,,yes,,11.09553,77.0291,cake,Blueberry,2021,5,18,2,20,2
21-05-2021,cake,redvelvet,,500,gram,780,acc,,yes,,11.00844,77.04287,cake,redvelvet,2021,5,21,5,20,2
22-05-2021,cake,fusionberries,,500,gram,600,acc,,yes,,11.09515,77.15134,cake,fussionberries,2021,5,22,6,20,2
11-06-2021,cake,pineapple,,500,gram,450,acc,,no,,,,cake,pineapple,2021,6,11,5,23,2
12-06-2021,cake,pineapple,,500,gram,600,,,no,,,,cake,pineapple,2021,6,12,6,23,2
25-06-2021,cake,truffle,,500,gram,500,acc,,yes,,,,cake,truffle,2021,6,25,5,25,2
25-06-2021,cake,truffle,,500,gram,600,cash,,yes,,,,cake,truffle,2021,6,25,5,25,2
28-06-2021,cake,redvelvet,,500,gram,750,acc,,,,,,cake,redvelvet,2021,6,28,1,26,2
29-06-2021,cake,pineapple,,500,gram,450,,,,,,,cake,pine apple,2021,6,29,2,26,2
01-07-2021,cake,chocomango,,500,gram,450,acc,,yes,,11.04186,77.07762,cake,chocomango,2021,7,1,4,26,3
03-07-2021,cake,chocomango,,500,gram,550,cash,,no,,,,cake,chocomango,2021,7,3,6,26,3
05-07-2021,cake,chocochip,,500,gram,550,acc,,yes,,11.06762,77.0851,cake,chocochip,2021,7,5,1,27,3
16-07-2021,cake,truffle,,500,gram,500,acc,,yes,,11.01212,77.04999,cake,truffle,2021,7,16,5,28,3
21-07-2021,cake,truffle,,500,gram,550,cash,,yes,100,,,cake,truffle,2021,7,21,3,29,3
21-07-2021,cake,truffle,,500,gram,550,acc,,yes,,11.05074,77.06737,cake,truffle,2021,7,21,3,29,3
29-07-2021,cake,truffle,,500,gram,650,acc,,yes,50,11.1118,77.0226,cake,truffle,2021,7,29,4,30,3
08-02-2021,cake,blackforest,,500,gram,400,cash,,,,,,cake,blackforest,2021,2,8,1,6,1
30-07-2021,cake,fusionberries,,500,gram,700,acc,,yes,50,10.93978,76.97324,cake,fussionberries,2021,7,30,5,30,3
30-07-2021,cake,blackforest,half rose,500,gram,800,acc,,yes,,11.07042,77.0017,cake,blackforest,2021,7,30,5,30,3
01-08-2021,cake,truffle,cagecake,500,gram,500,cash,,,,,,cake,truffle,2021,8,1,0,30,3
03-08-2021,cake,chocochip,,500,gram,550,acc,,yes,,11.05092,77.06824,cake,chocochip,2021,8,3,2,31,3
03-08-2021,cake,chocochip,,500,gram,550,acc,,yes,,10.93978,76.97324,cake,chocochip,2021,8,3,2,31,3
08-08-2021,cake,redvelvet,,500,gram,800,acc,,no,,,,cake,redvelvet,2021,8,8,0,31,3
31-08-2021,cake,truffle,,500,gram,550,cash,,yes,,11.05944,77.0751,cake,truffle,2021,8,31,2,35,3
02-09-2021,cake,pineapple,,500,gram,500,acc,,no,,,,cake,pine apple,2021,9,2,4,35,3
03-10-2021,cake,oreo,pikachu,500,gram,950,acc,,yes,,11.07618,76.99778,cake,oreo,2021,10,3,0,39,4
24-08-2021,cake,whiteforest,rose,500,gram,650,cash,,yes,,11.09432,77.06622,cake,whiteforest,2021,8,24,2,34,3
05-08-2021,cake,truffle,,500,gram,550,acc,,yes,,11.051,77.06735,cake,truffle,2021,8,5,4,31,3
08-08-2021,cake,fusionberries,,500,gram,650,acc,,yes,50,11.0403,76.99371,cake,fusion berries,2021,8,8,0,31,3
06-03-2022,cake,greenapple,,500,gram,550,acc,,,,11.14526,77.15023,cake,greenapple,2022,3,6,0,9,1
08-08-2021,cake,truffle,,500,gram,550,acc,,yes,,,,cake,truffle,2021,8,8,0,31,3
09-08-2021,cake,redvelvet,,500,gram,800,acc,,,,10.99735,77.03171,cake,redvelvet,2021,8,9,1,32,3
28-08-2021,cake,truffle,,500,gram,550,acc,100,yes,,10.9948,76.99121,cake,chocotruffle,2021,8,28,6,34,3
06-09-2021,cake,redvelvet,,500,gram,800,acc,,yes,,11.07824,77.10154,cake,redvelvet,2021,9,6,1,36,3
07-09-2021,cake,chocolate,,500,gram,500,acc,,yes,,11.03409,77.03286,cake,chocolate,2021,9,7,2,36,3
09-09-2021,cake,chocochip,pinkey bride,500,gram,600,acc,,yes,,11.05453,77.0455,cake,chocochip,2021,9,9,4,36,3
09-09-2021,cake,redvelvet,harini,500,gram,800,cash,,yes,,11.05652,77.06342,cake,redvelvet,2021,9,9,4,36,3
18-09-2021,cake,mango,,500,gram,600,acc,,yes,,11.04038,77.03255,cake,mango,2021,9,18,6,37,3
19-09-2021,cake,redvelvet,,500,gram,800,acc,,yes,,11.0505,77.01186,cake,redvelvet,2021,9,19,0,37,3
22-09-2021,cake,truffle,,500,gram,650,acc,,yes,,11.03846,76.9914,cake,truffle,2021,9,22,3,38,3
23-09-2021,cake,chocolate,,500,gram,600,acc,,yes,,11.05051,77.03881,cake,chocolate special,2021,9,23,4,38,3
24-09-2021,cake,chocolate,,500,gram,700,acc,,yes,,11.07824,77.10154,cake,chocolate,2021,9,24,5,38,3
28-09-2021,cake,hazelnut,,500,gram,600,acc,,yes,,11.03429,77.03338,cake,hazelnuts,2021,9,28,2,39,3
28-09-2021,cake,chocovanilla,,500,gram,500,cash,,yes,,11.06242,77.08261,cake,chocovanilla,2021,9,28,2,39,3
09-10-2021,cake,whiteforest,,500,gram,500,cash,,yes,,11.033,77.03486,cake,whiteforest,2021,10,9,6,40,4
11-10-2021,cake,truffle,baby cake 6month,500,gram,900,acc,,yes,,11.00492,77.05113,cake,truffle,2021,10,11,1,41,4
12-10-2021,cake,truffle,rocher,500,gram,590,acc,,yes,,,,cake,truffle,2021,10,12,2,41,4
14-10-2021,cake,whiteforest,,500,gram,450,cash,,yes,,11.07603,77.10063,cake,whitefirest,2021,10,14,4,41,4
14-10-2021,misc_&_combo,whiteforest,,500,gram,660,,,yes,,10.98054,77.03032,cake&protein bars,whoteforest,2021,10,14,4,41,4
15-10-2021,cake,blackforest,,500,gram,420,cash,,,,,,cake,blackforest,2021,10,15,5,41,4
17-10-2021,cake,misc_&_combo,,500,gram,850,acc,,,,,,cake,country sugar chocolate,2021,10,17,0,41,4
20-10-2021,cake,lotus_biscoff,,500,gram,650,acc,,,,,,cake,lotusbiscoff,2021,10,20,3,42,4
20-10-2021,cake,chocolate,cage cake,500,gram,700,cash,,,,,,cake,chocolate,2021,10,20,3,42,4
22-10-2021,cake,chocolate,fence heart,500,gram,780,acc,,,,,,cake,chocolate,2021,10,22,5,42,4
25-10-2021,cake,blueberry,rose,500,gram,650,acc,,,,,,cake,blueberry,2021,10,25,1,43,4
26-10-2021,cake,whiteforest,hearts in ribbon,500,gram,850,acc,,,,,,cake,whiteforest,2021,10,26,2,43,4
27-10-2021,cake,truffle,hearts in ribbon,500,gram,650,acc,,,,,,cake,truffle,2021,10,27,3,43,4
28-10-2021,cake,chocovanilla,anniversary,500,gram,650,acc,,,,,,cake,chocovanilla,2021,10,28,4,43,4
06-11-2021,cake,blueberry,pre-wedding,500,gram,700,acc,,,,11.018,76.96955,cake,blueberry,2021,11,6,6,44,4
15-11-2021,cake,truffle,,500,gram,550,acc,,,,,,cake,truffle,2021,11,15,1,46,4
16-11-2021,cake,lotus_biscoff,half month,500,gram,900,acc,,,,11.09553,77.0291,cake,lotus biscoff,2021,11,16,2,46,4
17-11-2021,cake,lotus_biscoff,,500,gram,750,acc,,,,10.98867,77.00331,cake,lotus biscoff,2021,11,17,3,46,4
18-11-2021,cake,redvelvet,hearts in ribbon,500,gram,900,acc,,no,,,,cake,redvelvet,2021,11,18,4,46,4
20-11-2021,cake,truffle,,500,gram,750,acc,,,,11.02591,77.0179,cake,truffle,2021,11,20,6,46,4
20-11-2021,cake,redvelvet,teacher theam,500,gram,1000,acc,,,,11.06887,77.10884,cake,redvelvet,2021,11,20,6,46,4
22-11-2021,cake,lotus_biscoff,,500,gram,750,acc,,,,11.02463,77.01546,cake,lotusbiscoff,2021,11,22,1,47,4
03-12-2021,cake,lotus_biscoff,,500,gram,,,,yes,,11.04452,77.03674,cake,lotus,2021,12,3,5,48,4
04-12-2021,cake,truffle,,500,gram,550,cash,,yes,,,,cake,truffle,2021,12,4,6,48,4
07-12-2021,cake,truffle,,500,gram,650,acc,,yes,,11.10468,77.02354,cake,truffle,2021,12,7,2,49,4
09-12-2021,cake,blackforest,,500,gram,420,acc,,no,,,,cake,blackforest,2021,12,9,4,49,4
12-12-2021,cake,blackforest,,500,gram,400,,,yes,,,,cake,blackforest,2021,12,12,0,49,4
12-12-2021,cake,kesarbadam,,500,gram,750,cash,,yes,,11.00332,76.95276,cake,kesarbadham,2021,12,12,0,49,4
13-12-2021,cake,truffle,,500,gram,550,cash,,yes,,11.05288,76.99544,cake,truffle,2021,12,13,1,50,4
14-12-2021,cake,truffle,half month boy baby,500,gram,900,acc,,yes,,10.99928,77.02079,cake,truffle,2021,12,14,2,50,4
09-05-2021,cake,chocolate,,500,gram,450,cash,,no,,,,cake,chocolate,2021,5,9,0,18,2
15-12-2021,cake,strawberry,PS cake,500,gram,950,acc,,yes,,10.97954,77.03749,cake,Strawberry,2021,12,15,3,50,4
20-12-2021,cake,strawberry,,500,gram,500,cash,,,,11.05965,77.03789,cake,strawberry,2021,12,20,1,51,4
24-12-2021,cake,truffle,,500,gram,550,acc,,,,11.10541,77.17379,cake,truffle,2021,12,24,5,51,4
25-12-2021,cake,truffle,,500,gram,,,,,,11.05717,77.07038,cake,truffle,2021,12,25,6,51,4
29-12-2021,fruit_cake,,,500,gram,400,acc,,,,11.01981,76.98457,fruitcake,,2021,12,29,3,52,4
31-12-2021,cake,strawberry,,500,gram,650,acc,,,,11.03883,77.01504,cake,strawberry,2021,12,31,5,52,4
31-12-2021,cake,chocolate,,500,gram,450,acc,,no,,,,cake,chocolate,2021,12,31,5,52,4
03-01-2022,cake,whiterose,,500,gram,650,acc,,yes,,11.05604,77.04677,cake,white rose,2022,1,3,1,1,1
06-01-2022,cake,strawberry,,500,gram,500,acc,,yes,,11.09483,77.04493,cake,strawberry,2022,1,6,4,1,1
07-01-2022,cake,whiteforest,,500,gram,500,cash,,yes,,11.01758,76.96741,cake,whiteforest,2022,1,7,5,1,1
07-01-2022,cake,whiteforest,,500,gram,500,cash,,yes,,,,cake,whiteforest,2022,1,7,5,1,1
07-01-2022,cake,redvelvet,,500,gram,800,cash,,yes,,,,cake,redvelvet,2022,1,7,5,1,1
03-01-2021,cake,chocolate,football,1500,gram,1500,acc,,no,,,,cake,chocolate,2021,1,3,0,53,1
11-01-2022,cake,blueberry,,500,gram,650,acc,,yes,,11.02177,76.9962,cake,blueberry,2022,1,11,2,2,1
11-11-2022,cake,kesarbadam,,500,gram,700,acc,,,,,,cake,kesarbadham,2022,11,11,5,45,4
31-12-2022,cake,blackforest,,500,gram,450,,,,,,,cake,blackforest,2022,12,31,6,52,4
17-01-2022,,truffle,,500,gram,550,,,yes,,10.9798,77.03887,,truffle,2022,1,17,1,3,1
18-01-2022,cake,truffle,,500,gram,550,cash,,yes,,11.04023,77.07417,cake,truffle,2022,1,18,2,3,1
18-01-2022,cake,rose,,500,gram,650,acc,,yes,,11.05604,77.04677,cake,rose,2022,1,18,2,3,1
22-01-2022,cake,truffle,,500,gram,550,acc,,yes,,11.00524,77.05354,cake,truffle,2022,1,22,6,3,1
22-01-2022,cake,strawberry,,500,gram,500,cash,,yes,,11.07271,77.10661,cake,strawberry,2022,1,22,6,3,1
10-02-2022,cake,chocolate,,500,gram,450,acc,,,,11.0854,77.1221,cake,chocolate,2022,2,10,4,6,1
10-02-2022,cake,mango,,500,gram,650,acc,,,,11.0854,77.1221,cake,mango,2022,2,10,4,6,1
13-02-2022,cake,butterscotch,moon,500,gram,650,acc,,,,11.04016,77.03985,cake,butterscotch,2022,2,13,0,6,1
13-02-2022,cake,blackforest,green and white toys,500,gram,650,acc,,,,11.0405,76.98951,cake,blackforest,2022,2,13,0,6,1
14-02-2022,cake,redvelvet,,500,gram,850,acc,,,,11.08664,77.13361,cake,redvelvet,2022,2,14,1,7,1
15-02-2022,cake,redvelvet,,500,gram,850,acc,,,,11.01153,77.08459,cake,redvelvet,2022,2,15,2,7,1
15-02-2022,misc_&_combo,truffle,,500,gram,650,acc,,,,,,cake /country sugar,truffle,2022,2,15,2,7,1
15-02-2022,cake,chocolate,,500,gram,450,acc,,no,,,,cake,chocolate,2022,2,15,2,7,1
22-02-2022,cake,blueberry,redhearts,500,gram,750,cash,,,,11.04833,77.01392,cake,blueberry,2022,2,22,2,8,1
23-02-2022,cake,whiteforest,,500,gram,500,acc,,,,11.08344,77.12256,cake,whiteforest,2022,2,23,3,8,1
23-02-2022,cake,blackforest,,500,gram,450,acc,,,,11.08344,77.12256,cake,blackforest,2022,2,23,3,8,1
26-02-2022,cake,misc_&_combo,advocate,500,gram,1050,acc,,,,11.08237,76.98732,cake,chocolate hazelnuts,2022,2,26,6,8,1
15-04-2022,cake,hazelnut,,500,gram,750,acc,,,,11.05087,77.01145,cake,hazelnuts,2022,4,15,5,15,2
17-04-2022,cake,truffle,couple cake,500,gram,1200,acc,,,,11.00818,77.07547,cake,truffle,2022,4,17,0,15,2
17-04-2022,cake,chocochunk,,500,gram,550,acc,,,,11.01739,76.99594,cake,chocochunk,2022,4,17,0,15,2
21-04-2022,cake,chocolate,iPhone,500,gram,700,acc,,,,11.05884,77.00565,cake,chocolate,2022,4,21,4,16,2
22-04-2022,cake,truffle,,500,gram,550,acc,,,,11.05624,77.06694,cake,truffle,2022,4,22,5,16,2
02-05-2022,cake,misc_&_combo,,500,gram,,,,,,,,cake,empty spong,2022,5,2,1,18,2
